ID,Age,Education,Marital_Status,Income,Total_Spending,Total_Purchases,Recency,Total_Campaign_Accepted,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Customer_Segment
7947,45,Graduation,Married,42231.0,37,4,99,0,1,0,3,Regular / Moderate-Value Customers
1891,34,Master,Divorced,78789.0,1754,15,12,0,4,6,5,High-Value & Highly Engaged Customers
2570,46,Graduation,Together,56534.0,815,21,35,2,10,4,7,Regular / Moderate-Value Customers
9256,43,Graduation,Single,58350.0,1001,23,5,0,8,3,12,High-Value & Highly Engaged Customers
295,25,Graduation,Single,81217.0,1157,21,77,0,3,7,11,High-Value & Highly Engaged Customers
7397,63,Graduation,Single,49090.0,688,18,45,0,7,2,9,Regular / Moderate-Value Customers
6349,27,Master,Divorced,61787.0,1319,18,71,0,8,4,6,High-Value & Highly Engaged Customers
10790,29,PhD,Married,18169.0,21,3,40,0,1,0,2,Low-Value / Low-Engagement Customers
10398,33,2n Cycle,Single,24336.0,31,3,82,0,1,0,2,Low-Value / Low-Engagement Customers
2431,24,Graduation,Married,18222.0,67,5,70,0,2,0,3,Low-Value / Low-Engagement Customers
550,62,Graduation,Divorced,62335.0,708,19,87,0,3,3,13,High-Value & Highly Engaged Customers
1890,43,2n Cycle,Together,42033.0,25,3,95,0,1,0,2,Regular / Moderate-Value Customers
10742,31,PhD,Married,86580.0,746,11,72,1,4,2,5,High-Value & Highly Engaged Customers
10356,57,PhD,Divorced,41437.0,32,4,5,0,1,0,3,Regular / Moderate-Value Customers
4676,63,Master,Widow,73705.0,1695,23,86,0,9,6,8,High-Value & Highly Engaged Customers
8852,38,Graduation,Married,61064.0,1080,23,80,0,8,4,11,High-Value & Highly Engaged Customers
3565,59,Master,Married,38452.0,72,6,62,0,3,0,3,Regular / Moderate-Value Customers
5294,25,Graduation,Single,18358.0,57,7,49,0,3,0,4,Low-Value / Low-Engagement Customers
1958,41,PhD,Together,55012.0,660,19,85,0,8,2,9,Regular / Moderate-Value Customers
7349,41,Basic,Together,9722.0,103,7,7,0,3,1,3,Low-Value / Low-Engagement Customers
8799,30,PhD,Married,38175.0,153,8,6,0,3,1,4,Regular / Moderate-Value Customers
1351,58,Master,Together,58656.0,1220,28,25,1,7,8,13,High-Value & Highly Engaged Customers
1045,49,Graduation,Together,52117.0,279,11,55,0,5,2,4,Regular / Moderate-Value Customers
7732,36,Graduation,Married,64813.0,745,19,81,0,7,2,10,High-Value & Highly Engaged Customers
8070,41,PhD,Married,54222.0,264,11,98,0,3,3,5,Regular / Moderate-Value Customers
477,28,Graduation,Married,83512.0,2157,21,31,4,4,7,10,High-Value & Highly Engaged Customers
7832,55,Master,Married,77520.0,1526,22,30,3,8,7,7,High-Value & Highly Engaged Customers
2202,36,Graduation,Together,41154.0,69,5,98,0,1,0,4,Regular / Moderate-Value Customers
7396,48,Graduation,Married,80398.0,1597,25,92,1,5,8,12,High-Value & Highly Engaged Customers
4055,22,Basic,Single,18746.0,64,6,41,0,3,0,3,Low-Value / Low-Engagement Customers
10340,30,Graduation,Together,35196.0,497,12,68,0,6,1,5,Low-Value / Low-Engagement Customers
10091,58,Graduation,Single,60230.0,1067,15,78,0,6,3,6,High-Value & Highly Engaged Customers
7629,37,Graduation,Married,22108.0,31,5,46,0,2,0,3,Low-Value / Low-Engagement Customers
10640,40,Graduation,Together,44392.0,211,9,71,0,4,1,4,Regular / Moderate-Value Customers
3498,38,PhD,Married,55424.0,877,21,6,1,7,5,9,High-Value & Highly Engaged Customers
6742,35,Graduation,Married,17688.0,11,3,82,0,1,0,2,Low-Value / Low-Engagement Customers
1172,31,PhD,Married,92491.0,2034,24,71,3,7,5,12,High-Value & Highly Engaged Customers
569,23,Graduation,Single,90273.0,1991,18,32,3,5,6,7,High-Value & Highly Engaged Customers
4686,52,PhD,Widow,82571.0,1686,24,28,1,6,5,13,High-Value & Highly Engaged Customers
1381,32,PhD,Single,38513.0,324,12,20,0,6,1,5,Regular / Moderate-Value Customers
2634,35,Master,Single,16653.0,69,6,10,0,2,1,3,Low-Value / Low-Engagement Customers
10905,59,Graduation,Together,42586.0,252,11,7,0,4,1,6,Regular / Moderate-Value Customers
1744,49,Basic,Single,23529.0,54,4,67,0,1,1,2,Low-Value / Low-Engagement Customers
1000,53,Master,Together,74881.0,964,23,48,0,9,2,12,Regular / Moderate-Value Customers
3828,63,Graduation,Married,71107.0,1327,26,61,0,7,6,13,High-Value & Highly Engaged Customers
8605,50,PhD,Together,46910.0,68,5,36,0,2,0,3,Regular / Moderate-Value Customers
10304,55,Graduation,Married,18690.0,60,4,77,0,1,1,2,Low-Value / Low-Engagement Customers
4351,59,Graduation,Divorced,37244.0,55,4,90,1,1,1,2,Regular / Moderate-Value Customers
10129,48,Graduation,Together,82427.0,1456,20,35,1,3,5,12,High-Value & Highly Engaged Customers
2499,56,2n Cycle,Single,75342.0,563,17,38,0,5,2,10,High-Value & Highly Engaged Customers
10092,60,Graduation,Divorced,70044.0,1504,22,46,0,7,10,5,High-Value & Highly Engaged Customers
7500,47,Graduation,Single,79146.0,564,17,33,0,8,1,8,Regular / Moderate-Value Customers
5796,51,Graduation,Married,77437.0,1125,22,70,1,4,5,13,High-Value & Highly Engaged Customers
10556,55,Graduation,Married,54984.0,358,13,51,1,6,1,6,Regular / Moderate-Value Customers
1064,43,PhD,Married,42403.0,42,4,18,0,1,0,3,Regular / Moderate-Value Customers
48,50,Graduation,Together,55761.0,184,8,97,1,4,1,3,Regular / Moderate-Value Customers
7610,31,Graduation,Together,37292.0,460,14,32,0,6,3,5,Regular / Moderate-Value Customers
263,69,PhD,Single,45576.0,145,7,9,0,3,1,3,Low-Value / Low-Engagement Customers
10814,67,Graduation,Together,70321.0,1376,24,6,0,6,5,13,High-Value & Highly Engaged Customers
9710,45,PhD,Divorced,58086.0,792,21,80,0,11,3,7,Regular / Moderate-Value Customers
9292,62,Graduation,Married,81795.0,1382,22,74,0,4,11,7,High-Value & Highly Engaged Customers
10250,67,Basic,Together,28389.0,28,3,49,0,1,0,2,Low-Value / Low-Engagement Customers
7881,68,Master,Married,66835.0,1033,23,21,0,6,4,13,High-Value & Highly Engaged Customers
5847,45,Graduation,Divorced,69901.0,882,20,95,0,7,3,10,High-Value & Highly Engaged Customers
737,65,PhD,Married,80360.0,2231,13,56,3,4,4,5,High-Value & Highly Engaged Customers
3571,53,PhD,Together,63342.0,1101,16,48,1,8,3,5,Regular / Moderate-Value Customers
7807,40,Graduation,Married,44989.0,369,11,26,0,5,1,5,Low-Value / Low-Engagement Customers
3878,34,2n Cycle,Single,31859.0,48,4,3,0,1,0,3,Low-Value / Low-Engagement Customers
5092,65,PhD,Widow,51569.0,467,15,39,1,7,1,7,Regular / Moderate-Value Customers
2154,43,Graduation,Widow,30372.0,44,5,33,0,2,0,3,Low-Value / Low-Engagement Customers
5394,35,Basic,Single,16014.0,38,6,42,0,1,1,4,Low-Value / Low-Engagement Customers
3798,46,Graduation,Married,41120.0,81,6,80,0,2,1,3,Regular / Moderate-Value Customers
3524,43,Master,Single,39763.0,167,8,9,0,5,1,2,Regular / Moderate-Value Customers
5247,59,PhD,Married,38725.0,45,5,52,0,1,0,4,Regular / Moderate-Value Customers
5883,42,Graduation,Married,77981.0,664,18,78,0,7,4,7,High-Value & Highly Engaged Customers
2118,50,2n Cycle,Married,62905.0,622,17,68,0,7,2,8,Low-Value / Low-Engagement Customers
8812,35,2n Cycle,Divorced,13533.0,48,5,45,0,2,0,3,Low-Value / Low-Engagement Customers
6616,39,Graduation,Together,59481.0,461,14,47,0,3,3,8,Regular / Moderate-Value Customers
2797,37,Graduation,Married,72117.0,1073,25,34,0,9,7,9,High-Value & Highly Engaged Customers
4328,28,2n Cycle,Married,21955.0,55,6,81,0,2,1,3,Low-Value / Low-Engagement Customers
9167,58,Graduation,Married,67131.0,976,23,72,0,9,2,12,High-Value & Highly Engaged Customers
10560,34,PhD,Single,36802.0,20,4,23,0,1,0,3,Regular / Moderate-Value Customers
2631,32,Graduation,Together,71853.0,1149,16,29,0,2,8,6,High-Value & Highly Engaged Customers
8312,53,Basic,Married,28249.0,43,5,80,0,2,0,3,Low-Value / Low-Engagement Customers
5534,39,Master,Married,47808.0,224,8,30,1,3,2,3,Regular / Moderate-Value Customers
5093,40,PhD,Divorced,25509.0,101,6,15,0,3,0,3,Low-Value / Low-Engagement Customers
7592,68,PhD,Married,51012.0,209,9,86,0,4,1,4,Regular / Moderate-Value Customers
8895,29,Graduation,Single,70596.0,968,20,68,0,3,5,12,High-Value & Highly Engaged Customers
8584,62,PhD,Together,85431.0,1165,16,54,0,2,7,7,High-Value & Highly Engaged Customers
2694,47,Graduation,Married,42664.0,24,4,44,0,1,0,3,Regular / Moderate-Value Customers
8910,59,Graduation,Together,42586.0,252,11,7,0,4,1,6,Regular / Moderate-Value Customers
7433,29,Graduation,Single,29760.0,165,8,87,0,3,1,4,Regular / Moderate-Value Customers
164,37,PhD,Married,28973.0,269,11,59,0,5,1,5,Regular / Moderate-Value Customers
10477,41,PhD,Together,39435.0,102,6,16,0,3,1,2,Regular / Moderate-Value Customers
2681,30,2n Cycle,Married,65370.0,461,18,1,0,2,3,13,High-Value & Highly Engaged Customers
5150,35,Basic,Single,20194.0,47,5,64,0,2,0,3,Low-Value / Low-Engagement Customers
5283,38,PhD,Single,42473.0,144,7,72,0,2,1,4,Regular / Moderate-Value Customers
9645,46,Graduation,Married,64590.0,1338,23,98,0,9,4,10,High-Value & Highly Engaged Customers
10678,55,Graduation,Together,71232.0,917,23,91,0,11,2,10,High-Value & Highly Engaged Customers
7261,43,Graduation,Together,34600.0,318,12,8,0,5,2,5,Regular / Moderate-Value Customers
9648,47,Graduation,Single,46904.0,253,10,20,0,5,1,4,Regular / Moderate-Value Customers
2870,41,Graduation,Married,49094.0,502,15,6,0,6,3,6,Regular / Moderate-Value Customers
8008,31,Graduation,Together,36075.0,119,6,54,0,2,0,4,Low-Value / Low-Engagement Customers
1513,35,2n Cycle,Together,60839.0,1250,16,72,0,2,2,12,Regular / Moderate-Value Customers
6173,35,Graduation,Together,77298.0,969,23,46,0,6,6,11,High-Value & Highly Engaged Customers
1419,64,Graduation,Together,34026.0,76,6,11,0,2,1,3,Low-Value / Low-Engagement Customers
9150,51,PhD,Single,48918.0,62,5,21,0,1,0,4,Regular / Moderate-Value Customers
7960,52,2n Cycle,Together,82122.0,1382,25,89,1,3,9,13,High-Value & Highly Engaged Customers
1250,38,Graduation,Single,37697.0,84,6,82,0,2,1,3,Low-Value / Low-Engagement Customers
9905,62,Graduation,Together,34074.0,255,9,69,1,3,3,3,Regular / Moderate-Value Customers
10691,54,Master,Married,28520.0,43,4,55,0,1,1,2,Regular / Moderate-Value Customers
7002,59,Graduation,Single,62535.0,398,13,13,0,3,2,8,Regular / Moderate-Value Customers
2952,37,Master,Single,36273.0,76,6,80,0,3,0,3,Low-Value / Low-Engagement Customers
8439,50,Graduation,Together,63404.0,902,13,97,1,6,3,4,Regular / Moderate-Value Customers
762,33,2n Cycle,Together,75774.0,823,20,27,0,7,5,8,High-Value & Highly Engaged Customers
2831,38,Graduation,Together,78416.0,1179,24,99,0,7,7,10,High-Value & Highly Engaged Customers
6977,40,Graduation,Together,75702.0,1921,28,87,1,10,5,13,High-Value & Highly Engaged Customers
6289,63,Master,Together,59385.0,185,8,85,0,3,1,4,Regular / Moderate-Value Customers
4168,48,Graduation,Single,37070.0,433,14,30,0,5,1,8,Regular / Moderate-Value Customers
8397,63,Graduation,Married,44689.0,34,4,82,1,1,1,2,Regular / Moderate-Value Customers
9284,56,Graduation,Together,53977.0,907,22,21,0,5,5,12,Regular / Moderate-Value Customers
6237,48,PhD,Single,7144.0,416,25,92,0,23,1,1,Low-Value / Low-Engagement Customers
3130,50,Graduation,Single,18701.0,44,6,95,0,2,0,4,Low-Value / Low-Engagement Customers
1619,58,Graduation,Married,90369.0,1588,16,2,0,4,6,6,High-Value & Highly Engaged Customers
1990,40,PhD,Single,63159.0,1797,16,74,1,3,5,8,High-Value & Highly Engaged Customers
5513,48,Graduation,Together,37758.0,40,4,49,0,1,0,3,Regular / Moderate-Value Customers
269,51,PhD,Single,46757.0,1143,15,71,0,4,4,7,Regular / Moderate-Value Customers
8093,45,Master,Married,79734.0,914,13,72,1,4,3,6,High-Value & Highly Engaged Customers
10513,22,Graduation,Together,63207.0,1502,11,68,1,2,3,6,High-Value & Highly Engaged Customers
10177,60,Graduation,Divorced,72071.0,1338,17,4,0,5,4,8,High-Value & Highly Engaged Customers
2549,31,PhD,Together,21840.0,27,4,80,0,1,0,3,Regular / Moderate-Value Customers
5782,32,2n Cycle,Together,58582.0,763,20,15,1,9,2,9,High-Value & Highly Engaged Customers
10057,63,Graduation,Single,72282.0,1331,21,70,0,5,7,9,High-Value & Highly Engaged Customers
10307,58,Graduation,Married,50387.0,525,16,91,0,6,2,8,Regular / Moderate-Value Customers
8566,53,PhD,Together,32583.0,9,3,10,0,1,0,2,Regular / Moderate-Value Customers
2415,52,Graduation,Together,62568.0,953,13,99,1,5,3,5,High-Value & Highly Engaged Customers
5684,43,Master,Divorced,44635.0,68,5,25,0,2,0,3,Regular / Moderate-Value Customers
8334,43,Master,Single,33316.0,131,7,34,0,2,1,4,Regular / Moderate-Value Customers
9166,46,Graduation,Married,63967.0,882,20,57,0,4,4,12,High-Value & Highly Engaged Customers
1440,36,2n Cycle,Together,52513.0,1149,23,84,0,9,5,9,High-Value & Highly Engaged Customers
78,45,Graduation,Married,25293.0,37,4,51,0,1,1,2,Regular / Moderate-Value Customers
5441,49,PhD,Widow,54111.0,388,13,97,0,5,2,6,Regular / Moderate-Value Customers
5302,28,Graduation,Together,78394.0,1428,15,13,0,4,6,5,High-Value & Highly Engaged Customers
4687,56,Master,Married,80739.0,1633,23,92,0,3,11,9,High-Value & Highly Engaged Customers
1087,39,Master,Together,22669.0,173,7,30,0,4,1,2,Low-Value / Low-Engagement Customers
6859,27,Graduation,Single,29236.0,99,7,30,0,4,0,3,Low-Value / Low-Engagement Customers
9860,55,Graduation,Together,44911.0,215,9,11,0,4,1,4,Regular / Moderate-Value Customers
7129,52,PhD,Married,54693.0,929,23,72,0,6,4,13,Regular / Moderate-Value Customers
5866,40,Graduation,Together,48186.0,219,9,39,0,4,1,4,Regular / Moderate-Value Customers
10521,37,Graduation,Married,54809.0,174,8,0,0,2,1,5,Regular / Moderate-Value Customers
7393,36,Graduation,Together,41580.0,92,6,15,0,2,1,3,Regular / Moderate-Value Customers
7849,44,PhD,Married,80336.0,1052,24,12,0,2,9,13,High-Value & Highly Engaged Customers
332,57,Graduation,Married,47743.0,275,11,56,1,4,1,6,Regular / Moderate-Value Customers
9847,59,2n Cycle,Married,62972.0,587,14,39,0,7,4,3,Regular / Moderate-Value Customers
531,60,PhD,Divorced,57333.0,1662,22,55,0,8,5,9,High-Value & Highly Engaged Customers
9576,32,PhD,Together,32313.0,159,8,60,0,4,0,4,Regular / Moderate-Value Customers
6906,61,Master,Widow,84953.0,1024,17,73,3,3,10,4,High-Value & Highly Engaged Customers
7419,46,Master,Divorced,27071.0,35,5,90,0,2,0,3,Low-Value / Low-Engagement Customers
3170,57,Master,Together,68148.0,1042,14,86,0,4,4,6,High-Value & Highly Engaged Customers
8527,49,Master,Together,65735.0,395,14,37,0,6,2,6,Regular / Moderate-Value Customers
7872,39,PhD,Married,86836.0,557,22,7,3,6,10,6,High-Value & Highly Engaged Customers
9931,51,PhD,Married,4023.0,9,0,29,0,0,0,0,Low-Value / Low-Engagement Customers
10595,24,Graduation,Married,30093.0,69,5,19,0,2,0,3,Low-Value / Low-Engagement Customers
4609,48,PhD,Married,57705.0,486,15,14,0,8,1,6,Regular / Moderate-Value Customers
5010,26,Graduation,Single,25008.0,34,4,72,0,1,0,3,Low-Value / Low-Engagement Customers
4427,19,2n Cycle,Single,83257.0,1365,27,56,2,5,10,12,High-Value & Highly Engaged Customers
11148,39,Graduation,Together,22280.0,13,3,85,0,1,0,2,Low-Value / Low-Engagement Customers
1168,36,PhD,Married,72159.0,1401,20,62,0,4,6,10,High-Value & Highly Engaged Customers
9595,53,Graduation,Together,64260.0,1574,13,1,0,4,5,4,High-Value & Highly Engaged Customers
10163,30,PhD,Single,82733.0,1323,19,28,0,8,4,7,High-Value & Highly Engaged Customers
2886,43,Master,Divorced,74290.0,1217,28,70,2,10,8,10,High-Value & Highly Engaged Customers
6710,63,Master,Single,58217.0,103,6,84,0,2,0,4,Regular / Moderate-Value Customers
5316,38,Master,Together,21024.0,84,6,89,0,2,0,4,Low-Value / Low-Engagement Customers
9029,42,PhD,Married,70116.0,1536,22,73,0,2,8,12,High-Value & Highly Engaged Customers
521,29,Graduation,Together,54006.0,581,16,42,0,8,1,7,Low-Value / Low-Engagement Customers
1459,48,PhD,Married,69063.0,928,13,16,0,5,3,5,Regular / Moderate-Value Customers
10241,39,2n Cycle,Divorced,11448.0,14,3,16,0,1,0,2,Low-Value / Low-Engagement Customers
1630,35,Graduation,Single,61825.0,424,14,56,0,4,2,8,Low-Value / Low-Engagement Customers
3254,43,Graduation,Married,70886.0,960,13,65,0,5,4,4,High-Value & Highly Engaged Customers
9064,32,Graduation,Married,69109.0,1555,19,10,1,6,6,7,High-Value & Highly Engaged Customers
3678,41,Graduation,Widow,60208.0,656,18,13,1,8,3,7,Regular / Moderate-Value Customers
4227,46,Master,Together,32889.0,55,6,78,0,2,1,3,Regular / Moderate-Value Customers
9467,30,Graduation,Single,34738.0,20,4,51,0,1,0,3,Low-Value / Low-Engagement Customers
8486,43,Master,Together,30538.0,367,13,27,0,9,0,4,Regular / Moderate-Value Customers
2186,37,2n Cycle,Together,82326.0,2257,21,30,3,5,10,6,High-Value & Highly Engaged Customers
3286,47,PhD,Divorced,26642.0,42,5,71,0,2,0,3,Low-Value / Low-Engagement Customers
8602,50,Graduation,Divorced,69932.0,1049,24,97,0,7,6,11,High-Value & Highly Engaged Customers
3722,42,Graduation,Single,44503.0,48,5,83,0,2,0,3,Regular / Moderate-Value Customers
6715,66,PhD,Single,60200.0,685,19,3,0,6,2,11,Regular / Moderate-Value Customers
4796,62,Graduation,Divorced,49638.0,39,4,71,0,1,0,3,Low-Value / Low-Engagement Customers
9612,27,2n Cycle,Single,23830.0,43,4,3,0,1,0,3,Low-Value / Low-Engagement Customers
3766,55,Master,Widow,33051.0,835,18,15,0,9,1,8,Low-Value / Low-Engagement Customers
1399,56,Graduation,Married,72905.0,1515,19,52,1,3,7,9,High-Value & Highly Engaged Customers
1570,63,PhD,Together,69702.0,1039,24,8,0,7,7,10,High-Value & Highly Engaged Customers
3426,39,Graduation,Divorced,70300.0,1596,23,89,0,5,5,13,High-Value & Highly Engaged Customers
3074,30,PhD,Married,70643.0,1828,17,66,0,5,8,4,High-Value & Highly Engaged Customers
8341,45,PhD,Married,30396.0,34,4,22,1,1,1,2,Regular / Moderate-Value Customers
5180,46,PhD,Divorced,50616.0,149,8,56,0,4,0,4,Regular / Moderate-Value Customers
6461,45,Master,Single,62772.0,946,22,74,1,5,6,11,High-Value & Highly Engaged Customers
7679,29,PhD,Single,30298.0,28,5,48,0,1,1,3,Low-Value / Low-Engagement Customers
10702,30,Graduation,Single,52413.0,450,15,67,0,7,1,7,Regular / Moderate-Value Customers
7505,57,PhD,Married,44155.0,46,4,24,0,1,1,2,Regular / Moderate-Value Customers
5113,43,PhD,Divorced,86979.0,1702,15,67,1,5,5,5,High-Value & Highly Engaged Customers
10858,39,Graduation,Together,76532.0,820,21,38,0,9,5,7,Regular / Moderate-Value Customers
2961,32,Graduation,Married,42081.0,382,13,86,1,6,3,4,Regular / Moderate-Value Customers
2747,26,PhD,Married,67546.0,2126,19,90,0,4,10,5,High-Value & Highly Engaged Customers
3010,25,Master,Together,88420.0,2069,19,87,3,4,7,8,High-Value & Highly Engaged Customers
5790,29,Graduation,Married,31158.0,72,5,62,0,2,0,3,Low-Value / Low-Engagement Customers
6892,46,Graduation,Divorced,61671.0,732,20,23,2,10,4,6,Regular / Moderate-Value Customers
1743,40,Graduation,Single,69719.0,801,10,99,0,2,3,5,High-Value & Highly Engaged Customers
3578,65,Graduation,Divorced,49160.0,236,10,29,0,3,1,6,Regular / Moderate-Value Customers
8462,36,Basic,Together,24882.0,80,4,52,1,1,1,2,Low-Value / Low-Engagement Customers
5558,60,PhD,Single,90933.0,1685,14,90,1,4,6,4,High-Value & Highly Engaged Customers
4619,69,PhD,Single,113734.0,277,27,9,0,27,0,0,High-Value & Highly Engaged Customers
8780,64,PhD,Together,59292.0,507,16,71,0,3,5,8,Regular / Moderate-Value Customers
10789,50,PhD,Married,45759.0,68,5,13,0,2,0,3,Regular / Moderate-Value Customers
10779,31,Graduation,Single,22148.0,49,4,16,0,1,0,3,Low-Value / Low-Engagement Customers
5896,27,Master,Married,73395.0,397,14,94,0,4,4,6,High-Value & Highly Engaged Customers
2337,43,Graduation,Divorced,29819.0,39,6,77,0,3,0,3,Low-Value / Low-Engagement Customers
10951,46,Graduation,Married,45688.0,306,12,20,1,3,1,8,Regular / Moderate-Value Customers
544,60,Graduation,Married,62820.0,976,13,51,0,3,4,6,High-Value & Highly Engaged Customers
17,43,PhD,Married,60491.0,1028,24,81,0,6,11,7,High-Value & Highly Engaged Customers
10680,28,Graduation,Together,33235.0,70,6,71,0,3,0,3,Regular / Moderate-Value Customers
3265,55,Graduation,Married,35701.0,46,4,36,0,1,0,3,Low-Value / Low-Engagement Customers
5623,34,Master,Married,31535.0,51,4,95,1,1,1,2,Low-Value / Low-Engagement Customers
5832,54,2n Cycle,Together,92556.0,1263,21,32,0,3,5,13,High-Value & Highly Engaged Customers
5544,44,Graduation,Single,67384.0,1490,20,32,1,7,8,5,High-Value & Highly Engaged Customers
6417,43,Master,Together,80573.0,1564,23,85,0,4,6,13,High-Value & Highly Engaged Customers
5831,47,Graduation,Married,77870.0,1815,15,93,2,5,5,5,High-Value & Highly Engaged Customers
7101,51,PhD,Widow,52278.0,1198,25,24,0,10,5,10,Regular / Moderate-Value Customers
10176,46,Graduation,Single,57107.0,416,16,44,2,4,4,8,Regular / Moderate-Value Customers
2326,24,Graduation,Married,18929.0,85,5,15,0,1,0,4,Low-Value / Low-Engagement Customers
4385,33,PhD,Single,36038.0,47,6,82,0,3,0,3,Regular / Moderate-Value Customers
2929,38,Graduation,Single,20180.0,137,7,27,0,2,1,4,Low-Value / Low-Engagement Customers
10686,49,PhD,Together,34230.0,21,3,72,0,1,0,2,Regular / Moderate-Value Customers
2546,37,2n Cycle,Single,31878.0,70,5,7,0,1,0,4,Low-Value / Low-Engagement Customers
3283,42,2n Cycle,Married,70932.0,909,20,57,0,6,2,12,High-Value & Highly Engaged Customers
3138,58,Graduation,Single,91249.0,1676,22,84,4,7,9,6,High-Value & Highly Engaged Customers
4994,71,Master,Single,77598.0,1735,25,53,1,7,5,13,High-Value & Highly Engaged Customers
7966,55,Graduation,Single,80982.0,1191,27,48,0,11,5,11,High-Value & Highly Engaged Customers
3112,37,Master,Married,22701.0,24,4,2,0,1,0,3,Low-Value / Low-Engagement Customers
10872,45,PhD,Married,55212.0,1182,17,65,2,4,2,11,Regular / Moderate-Value Customers
2181,44,Graduation,Married,70617.0,1280,13,45,0,3,3,7,High-Value & Highly Engaged Customers
1867,57,Graduation,Single,64849.0,1336,18,42,0,9,3,6,High-Value & Highly Engaged Customers
1518,49,Master,Married,62694.0,749,19,29,0,9,3,7,Regular / Moderate-Value Customers
5734,40,PhD,Married,61917.0,91,6,83,0,2,0,4,Regular / Moderate-Value Customers
2878,67,PhD,Married,67472.0,414,13,93,0,4,2,7,Regular / Moderate-Value Customers
1458,32,Master,Married,21059.0,44,6,40,0,3,0,3,Low-Value / Low-Engagement Customers
7007,46,Master,Married,29543.0,63,6,47,0,3,1,2,Low-Value / Low-Engagement Customers
6200,63,Graduation,Married,75903.0,901,21,50,0,6,6,9,High-Value & Highly Engaged Customers
1403,39,2n Cycle,Together,34984.0,38,4,40,0,1,0,3,Low-Value / Low-Engagement Customers
4827,58,PhD,Single,54998.0,455,15,3,0,4,2,9,Regular / Moderate-Value Customers
6250,65,PhD,Widow,54356.0,775,21,62,0,11,2,8,Regular / Moderate-Value Customers
9291,55,Master,Married,34242.0,15,3,25,0,0,0,3,Low-Value / Low-Engagement Customers
2478,41,Graduation,Married,25410.0,38,5,48,0,1,0,4,Low-Value / Low-Engagement Customers
1139,30,PhD,Married,73356.0,1512,21,56,3,5,11,5,High-Value & Highly Engaged Customers
5138,64,Graduation,Together,28320.0,43,4,68,0,1,0,3,Regular / Moderate-Value Customers
5393,37,Graduation,Single,23763.0,42,4,64,0,1,0,3,Low-Value / Low-Engagement Customers
10413,30,Graduation,Married,72570.0,1089,22,67,0,4,6,12,High-Value & Highly Engaged Customers
5015,38,Master,Married,34529.0,162,7,94,0,2,2,3,Regular / Moderate-Value Customers
10868,63,Graduation,Widow,70792.0,1272,17,82,0,3,4,10,High-Value & Highly Engaged Customers
10676,32,Graduation,Married,63211.0,1173,18,3,0,3,8,7,High-Value & Highly Engaged Customers
2495,40,Master,Married,83891.0,816,21,24,0,4,7,10,High-Value & Highly Engaged Customers
7842,46,Graduation,Single,36065.0,74,6,54,0,3,0,3,Low-Value / Low-Engagement Customers
9955,60,Graduation,Together,39898.0,134,7,20,0,3,0,4,Regular / Moderate-Value Customers
6663,74,PhD,Single,51141.0,157,8,96,0,3,1,4,Regular / Moderate-Value Customers
2162,38,Graduation,Married,56939.0,561,16,19,0,3,3,10,Regular / Moderate-Value Customers
3434,63,Graduation,Single,80872.0,1336,18,60,0,4,4,10,High-Value & Highly Engaged Customers
7919,38,PhD,Together,72335.0,2092,22,2,0,10,4,8,High-Value & Highly Engaged Customers
5626,50,PhD,Single,61798.0,463,15,13,0,4,2,9,High-Value & Highly Engaged Customers
6428,64,PhD,Widow,76842.0,1130,16,37,0,1,8,7,High-Value & Highly Engaged Customers
8514,38,Graduation,Together,29478.0,20,4,59,0,1,0,3,Low-Value / Low-Engagement Customers
10448,58,Graduation,Single,46998.0,377,13,55,1,5,3,5,Regular / Moderate-Value Customers
2109,24,Graduation,Single,96843.0,1544,27,60,1,6,11,10,High-Value & Highly Engaged Customers
7530,64,PhD,Widow,56551.0,138,7,48,0,2,1,4,Regular / Moderate-Value Customers
8925,49,Master,Married,70053.0,1012,23,38,0,8,5,10,High-Value & Highly Engaged Customers
3009,52,PhD,Widow,71670.0,1766,14,8,3,5,3,6,High-Value & Highly Engaged Customers
6355,36,Graduation,Married,44359.0,45,6,19,0,2,0,4,Regular / Moderate-Value Customers
3517,62,Graduation,Single,40887.0,161,7,32,0,3,1,3,Regular / Moderate-Value Customers
1158,48,Graduation,Divorced,48877.0,144,7,27,0,3,0,4,Regular / Moderate-Value Customers
6203,67,Graduation,Together,74485.0,1734,25,58,0,6,7,12,High-Value & Highly Engaged Customers
7165,42,Graduation,Together,64474.0,823,20,59,0,8,2,10,High-Value & Highly Engaged Customers
3595,51,Graduation,Together,77226.0,1138,26,29,0,6,8,12,High-Value & Highly Engaged Customers
8537,65,Graduation,Widow,72643.0,1429,20,60,1,3,10,7,High-Value & Highly Engaged Customers
4331,36,Master,Together,85738.0,1371,20,41,2,3,6,11,High-Value & Highly Engaged Customers
6281,48,Graduation,Divorced,55686.0,982,14,27,1,6,3,5,Regular / Moderate-Value Customers
4338,31,Graduation,Single,39062.0,44,4,28,1,1,0,3,Regular / Moderate-Value Customers
2452,43,Graduation,Together,34600.0,318,12,8,0,5,2,5,Regular / Moderate-Value Customers
9507,39,Graduation,Married,40794.0,434,14,18,0,6,3,5,Regular / Moderate-Value Customers
8360,43,2n Cycle,Married,54690.0,198,9,76,0,3,1,5,Regular / Moderate-Value Customers
